Word/Idiom,Meaning,Episode,Memory Palace,Part of Speech,Verb (if relevant)
veintiséis,veintiséis: twenty-six (number),163,,"Adjective, Number",
veintisiete,veintisiete: twenty-seven (number),163,,"Adjective, Number",
veintitrés,veintitrés: twenty-three (number),163,,"Adjective, Number",
veintiuno,veintiuno: twenty-one (number),163,,"Adjective, Number",
a la vuelta de,a la vuelta de: around (idiom),164,,"Cluster, Idiom",
centro,centro: center (masc. noun),164,,"Noun, Noun",
edad,edad: age (fem. noun),164,,"Noun, Noun",
en línea,en línea: online (idiom),164,,"Cluster, Idiom",
esquina,esquina: corner (fem. noun),164,,"Noun, Noun",
este,este: east (masc. noun),164,,"Noun, Noun",
fila,fila: queue (fem. noun),164,,"Noun, Noun",
frente,frente: front (masc. noun),164,,"Noun, Noun",
grupo,grupo: group (masc. noun),164,,"Noun, Noun",
línea,línea: line (fem. noun),164,,"Noun, Noun",
norte,norte: north (masc. noun),164,,"Noun, Noun",
oeste,oeste: west (masc. noun),164,,"Noun, Noun",
puesto,puesto: position (masc. noun),164,,"Noun, Noun",
sur,sur: south (masc. noun),164,,"Noun, Noun",
viaje,viaje: trip (masc. noun),164,,"Noun, Noun",
seguí,"seguí: continued/followed, I continued/followed(Seguir, preterite, 1st person)",166,,"Verb, Verb",Seguir
seguido,seguido: continued/followed (Seguir participle),166,,"Verb, Verb",Seguir
seguimos,"seguimos: continue/follow, we continue/follow (Seguir, present, 1st person plural)",166,,"Verb, Verb",Seguir
seguimos,"seguimos: continued/followed, we continued/followed (Seguir, preterite, 1st person plural)",166,,"Verb, Verb",Seguir
seguir,seguir: to continue/to follow (Seguir infinitive),166,,"Verb, Verb",Seguir
seguirá,"seguirá: will continue/follow, he/she/it will continue/follow (Seguir, future, 3rd person)",166,,"Verb, Verb",Seguir
seguirán,"seguirán: will continue/follow, they will continue/follow (Seguir, future, 3rd person plural)",166,,"Verb, Verb",Seguir
seguirás,"seguirás: will continue/follow, you will continue/follow (Seguir, future, 2nd person)",166,,"Verb, Verb",Seguir
seguiré,"seguiré: will continue/follow, I will continue/follow (Seguir, future, 1st person)",166,,"Verb, Verb",Seguir
seguiremos,"seguiremos: will continue/follow, we will continue/follow (Seguir, future, 1st person plural)",166,,"Verb, Verb",Seguir
seguiste,"seguiste: continued/followed, you continued/followed (Seguir, preterite, 2nd person)",166,,"Verb, Verb",Seguir
siga,"siga: continue/follow, I continue/follow (Seguir, subjunctive, 1st person)",166,,"Verb, Verb",Seguir
siga,"siga: continue/follow, he/she/it continue/follow (Seguir, subjunctive, 3rd person)",166,,"Verb, Verb",Seguir
siga,siga: continue/follow (Seguir formal imperative),166,,"Verb, Verb",Seguir
sígame,sígame: follow me (Seguir formal imperative contraction),166,,"Verb, Verb",Seguir
sigamos,"sigamos: continue/follow, we continue/follow (Seguir, subjunctive, 1st person plural)",166,,"Verb, Verb",Seguir
sigamos,sigamos: let’s continue/follow (Seguir plural imperative),166,,"Verb, Verb",Seguir
sigan,"sigan: continue/follow, they continue/follow (Seguir, subjunctive, 3rd person plural)",166,,"Verb, Verb",Seguir
sigan,sigan: continue/follow (Seguir plural imperative),166,,"Verb, Verb",Seguir
síganme,"síganme: follow me (Seguir, plural imperative contraction)",166,,"Verb, Verb",Seguir
sigas,"sigas: continue/follow, you continue/follow (Seguir, subjunctive, 2nd person)",166,,"Verb, Verb",Seguir
sigas,sigas: continue/follow (Seguir negative imperative),166,,"Verb, Verb",Seguir
sigo,"sigo: continue/follow, I continue/follow (Seguir, present, 1st person)",166,,"Verb, Verb",Seguir
sigue,sigue: continue/follow (Seguir imperative),166,,"Verb, Verb",Seguir
sigue,"sigue: continues/follows, he/she/it continues/follows (Seguir, present, 3rd person)",166,,"Verb, Verb",Seguir
sígueme,"sígueme: follow me (Seguir, imperative contraction)",166,,"Verb, Verb",Seguir
siguen,"siguen: continue/follow, they continue/follow (Seguir, present, 3rd person plural)",166,,"Verb, Verb",Seguir
sigues,"sigues: continue/follow, you continue/follow (Seguir, present, 2nd person)",166,,"Verb, Verb",Seguir
siguiendo,siguiendo: continuing/ following (Seguir gerund),166,,"Verb, Verb",Seguir
siguieron,"siguieron: continued/followed, they continued/followed (Seguir, preterite, 3rd person plural)",166,,"Verb, Verb",Seguir
siguió,"siguió: continued/followed, he/she/it continued/followed (Seguir, preterite, 3rd person)",166,,"Verb, Verb",Seguir
termina,termina: end/finish (Terminar imperative),167,,"Verb, Verb",Terminar
termina,"termina: ends/finishes, he/she/it ends/finishes (Terminar, present, 3rd person)",167,,"Verb, Verb",Terminar
terminado,terminado: ended/finished (Terminar participle),167,,"Verb, Verb",Terminar
terminamos,"terminamos:end/finish, we end/finish (Terminar, present, 1st person plural)",167,,"Verb, Verb",Terminar
terminamos,"terminamos: ended/finished, we ended/finished (Terminar, preterite, 1st person plural)",167,,"Verb, Verb",Terminar
terminan,"terminan: end/finish, they end/finish (Terminar, present, 3rd person plural)",167,,"Verb, Verb",Terminar
terminar,terminar: to end/finish (Terminar infinitive),167,,"Verb, Verb",Terminar
terminará,"terminará: will end/finish, he/she/it will end/finish (Terminar, future, 3rd person)",167,,"Verb, Verb",Terminar
terminaré,"terminaré: will end/finish, I will end/finish (Terminar, future, 1st person)",167,,"Verb, Verb",Terminar
terminaron,"terminaron: ended/finished, they ended/finished (Terminar, preterite, 3rd person plural)",167,,"Verb, Verb",Terminar
terminas,"terminas: end/finish, you end/finish (Terminar, present, 2nd person)",167,,"Verb, Verb",Terminar
terminaste,"terminaste: ended/finished, you ended/finished (Terminar, preterite, 2nd person)",167,,"Verb, Verb",Terminar
termine,"termine: end/finish, I end/finish (Terminar, subjunctive, 1st person)",167,,"Verb, Verb",Terminar
termine,"termine: end/finish, he/she/it end/finish (Terminar, subjunctive, 3rd person)",167,,"Verb, Verb",Terminar
terminé,"terminé: ended/finished, I ended/finished (Terminar, preterite, 1st person)",167,,"Verb, Verb",Terminar
terminemos,"terminemos: end/finish, we end/finish (Terminar, subjunctive, 1st person plural)",167,,"Verb, Verb",Terminar
terminen,"terminen: end/finish, they end/finish (Terminar, subjunctive, 3rd person plural)",167,,"Verb, Verb",Terminar
termines,termines: end/finish (Terminar negative imperative),167,,"Verb, Verb",Terminar
termines,"termines: end/finish, you end/finish (Terminar, subjunctive, 2nd person)",167,,"Verb, Verb",Terminar
termino,"termino: end/finish, I end/finish (Terminar, present, 1st person)",167,,"Verb, Verb",Terminar
terminó,"terminó: ended/finished, he/she/it ended/finished (Terminar, preterite, 3rd person)",167,,"Verb, Verb",Terminar
blanco,blanco: white (adjective),168,,"Adjective, Ser, color",
duro,duro: hard/tough (adjective),168,,"Adjective, Ser, other",
especial,especial: special (adjective),168,,"Adjective, Ser, other",
gratis,gratis: free (of charge) (adjective),168,,"Adjective, Ser, other",
increíble,increíble: incredible/amazing (adjective),168,,"Adjective, Ser, other",
libre,libre: free (at liberty) (adjective),168,,"Adjective, Ser, other",
negro,negro: black (adjective),168,,"Adjective, Ser, color",
tonto,tonto: silly/foolish/dumb (adjective),168,,"Adjective, Ser, other",
abuela,abuela: grandmother (fem. noun),169,,"Noun, Noun",
abuelo,abuelo: grandfather (masc. noun),169,,"Noun, Noun",
animal,animal: animal (masc. noun),169,,"Noun, Noun",
asesino,asesino: murderer (masc. noun),169,,"Noun, Noun",
enemigo,enemigo: enemy (masc. noun),169,,"Noun, Noun",
humano,humano: human (masc. noun),169,,"Noun, Noun",
idiota,idiota: idiot (masc./fem noun),169,,"Noun, Noun",
marido,marido: husband (masc. noun),169,,"Noun, Noun",
novia,novia: girlfriend (fem. noun),169,,"Noun, Noun",
novio,novio: boyfriend (masc. noun),169,,"Noun, Noun",
tía,tía: aunt (fem. noun),169,,"Noun, Noun",
tío,tío: uncle (masc. noun),169,,"Noun, Noun",
encontrado,encontrado: found (Encontrar participle),171,,"Verb, Verb",Encontrar
encontramos,"encontramos: find, we find (Encontrar, present, 1st person plural)",171,,"Verb, Verb",Encontrar
encontramos,"encontramos: found, we found (Encontrar, preterite, 1st person plural)",171,,"Verb, Verb",Encontrar
encontrar,encontrar: to find (Encontrar infinitive),171,,"Verb, Verb",Encontrar
encontrará,"encontrará: will find, he/she/it will find (Encontrar, future, 3rd person)",171,,"Verb, Verb",Encontrar
encontrarás,"encontrarás: will find, you will find (Encontrar, future, 2nd person)",171,,"Verb, Verb",Encontrar
encontraré,"encontraré: will find, I will find (Encontrar, future, 1st person)",171,,"Verb, Verb",Encontrar
encontraremos,"encontraremos: will find, we will find (Encontrar, future, 1st person plural)",171,,"Verb, Verb",Encontrar
encontrarlo,encontrarlo: find it (Encontrar infinitive) + CONTRACTION,171,,"Verb, Verb",Encontrar
encontraron,"encontraron: found, they found (Encontrar, preterite, 3rd person plural)",171,,"Verb, Verb",Encontrar
encontraste,"encontraste: found, you found (Encontrar, preterite, 2nd person)",171,,"Verb, Verb",Encontrar
encontré,"encontré: found, I found (Encontrar, preterite, 1st person)",171,,"Verb, Verb",Encontrar
encontró,"encontró: found, he/she/it found (Encontrar, preterite, 3rd person)",171,,"Verb, Verb",Encontrar
encuentra,encuentra: find (Encontrar imperative),171,,"Verb, Verb",Encontrar
encuentra,"encuentra: finds, he/she/it finds (Encontrar, present, 3rd person)",171,,"Verb, Verb",Encontrar
encuentran,"encuentran: find, they find (Encontrar, present, 3rd person plural)",171,,"Verb, Verb",Encontrar
encuentras,"encuentras: find, you find (Encontrar, present, 2nd person)",171,,"Verb, Verb",Encontrar
encuentre,"encuentre: find, he/she/it find (Encontrar, subjunctive, 3rd person)",171,,"Verb, Verb",Encontrar
encuentre,"encuentre: find, I find (Encontrar, subjunctive, 1st person)",171,,"Verb, Verb",Encontrar
encuentren,"encuentren: find, they find (Encontrar, subjunctive, 3rd person plural)",171,,"Verb, Verb",Encontrar
encuentro,"encuentro: find, I find (Encontrar, present, 1st person)",171,,"Verb, Verb",Encontrar
recordar,recordar: to  remember/to remind (Recordar infinitive),171,,"Verb, Verb",Recordar
recordaré,"recordaré: will  remember/remind, I will  remember/remind(Recordar, future, 1st person)",171,,"Verb, Verb",Recordar
recordarlo,recordarlo:  remember/remind it (Recordar infinitive) + CONTRACTION,171,,"Verb, Verb",Recordar
recuerda,recuerda: remember/remind (Recordar imperative),171,,"Verb, Verb",Recordar
recuerda,"recuerda: remembers/reminds, he/she/it  remembers/reminds (Recordar, present, 3rd person)",171,,"Verb, Verb",Recordar
recuerdan,"recuerdan:  remember/remind, they  remember/remind (Recordar, present, 3rd person plural)",171,,"Verb, Verb",Recordar
recuerdas,"recuerdas:  remember/remind, you  remember/remind (Recordar, present, 2nd person)",171,,"Verb, Verb",Recordar
recuerde,"recuerde:  remember/remind, he/she/it  remember/remind(Recordar, subjunctive, 3rd person)",171,,"Verb, Verb",Recordar
recuerde,"recuerde:  remember/remind, I  remember/remind (Recordar, subjunctive, 1st person)",171,,"Verb, Verb",Recordar
recuerden,"recuerden:  remember/remind, they  remember/remind (Recordar, subjunctive, 3rd person plural)",171,,"Verb, Verb",Recordar
recuerdes,"recuerdes:  remember/remind, you  remember/remind (Recordar, subjunctive, 2nd person)",171,,"Verb, Verb",Recordar
recuerdo,"recuerdo:  remember/remind, I  remember/remind (Recordar, present, 1st person)",171,,"Verb, Verb",Recordar
entra,entra: enter (Entrar imperative),172,,"Verb, Verb",Entrar
entra,"entra: enters, he/she/it enters (Entrar, present, 3rd person)",172,,"Verb, Verb",Entrar
entrado,entrado: entered (Entrar participle),172,,"Verb, Verb",Entrar
entramos,"entramos: enter, we enter (Entrar, present, 1st person plural)",172,,"Verb, Verb",Entrar
entramos,"entramos: entered, we entered (Entrar, preterite, 1st person plural)",172,,"Verb, Verb",Entrar
entrando,entrando: entering (Entrar gerund),172,,"Verb, Verb",Entrar
entrar,entrar: to enter (Entrar infinitive),172,,"Verb, Verb",Entrar
entraron,"entraron: entered, they entered (Entrar, preterite, 3rd person plural)",172,,"Verb, Verb",Entrar
entras,"entras: enter, you enter (Entrar, present, 2nd person)",172,,"Verb, Verb",Entrar
entré,"entré: entered, I entered (Entrar, preterite, 1st person)",172,,"Verb, Verb",Entrar
entren,"entren: enter, they enter (Entrar, subjunctive, 3rd person plural)",172,,"Verb, Verb",Entrar
entro,"entro: enter, I enter (Entrar, present, 1st person)",172,,"Verb, Verb",Entrar
entró,"entró: entered, he/she/it entered (Entrar, preterite, 3rd person)",172,,"Verb, Verb",Entrar
mata,"mata: kills, he/she/it kills (Matar, present, 3rd person)",172,,"Verb, Verb",Matar
mata,mata: kill (Matar imperative),172,,"Verb, Verb",Matar
matado,matado: killed (Matar participle),172,,"Verb, Verb",Matar
mátalo,"mátalo: kill it/him (Matar, imperative contraction)",172,,"Verb, Verb",Matar
matar,matar: to kill (Matar infinitive),172,,"Verb, Verb",Matar
matarme,matarme: kill me (Matar infinitive) + CONTRACTION,172,,"Verb, Verb",Matar
mataron,"mataron: killed, they killed (Matar, preterite, 3rd person plural)",172,,"Verb, Verb",Matar
mataste,"mataste: killed, you killed (Matar, preterite, 2nd person)",172,,"Verb, Verb",Matar
maté,"maté: killed, I killed (Matar, preterite, 1st person)",172,,"Verb, Verb",Matar
mato,"mato: kill, I kill (Matar, present, 1st person)",172,,"Verb, Verb",Matar
mató,"mató: killed, he/she/it killed (Matar, preterite, 3rd person)",172,,"Verb, Verb",Matar
azul,azul: blue (adjective),173,,"Adjective, Ser, color",
rojo,rojo: red (adjective),173,,"Adjective, Ser, color",
treinta,treinta: thirty (number),173,,"Adjective, Number",
Treinta y uno,treinta y uno: Thirty-one (number),173,,"Adjective, Number",
Treinta y dos,treinta y dos: Thirty-two (number),173,,"Adjective, Number",
Treinta y tres,treinta y tres: Thirty-three (number),173,,"Adjective, Number",
Treinta y cuatro,treinta y cuatro: Thirty-four (number),173,,"Adjective, Number",
Treinta y cinco,treinta y cinco: Thirty-five (number),173,,"Adjective, Number",
Treinta y seis,treinta y seis: Thirty-six (number),173,,"Adjective, Number",
Treinta y siete,treinta y siete: Thirty-seven (number),173,,"Adjective, Number",
Treinta y ocho,treinta y ocho: Thirty-eight (number),173,,"Adjective, Number",
Treinta y nueve,treinta y nueve: Thirty-nine (number),173,,"Adjective, Number",
verde,verde: green (adjective),173,,"Adjective, Ser, color",
asunto,asunto: issue/matter (masc. noun),174,,"Noun, Noun",
atención,atención: attention (fem. noun),174,,"Noun, Noun",
información,información: information (fem. noun),174,,"Noun, Noun",
mensaje,mensaje: message (masc. noun),174,,"Noun, Noun",
permiso,permiso: permission (masc. noun),174,,"Noun, Noun",
punto de vista,punto de vista: point of view (idiom),174,,"Cluster, Idiom",
secreto,secreto: secret (masc. noun),174,,"Noun, Noun",
situación,situación: situation (fem. noun),174,,"Noun, Noun",
vista,vista: view/eyesight (fem. noun),174,,"Noun, Noun",
perdemos,"perdemos: lose, we lose (Perder, present, 1st person plural)",176,,"Verb, Verb",Perder
perder,perder: to lose (Perder infinitive),176,,"Verb, Verb",Perder
perderá,"perderá: will lose, he/she/it will lose (Perder, future, 3rd person)",176,,"Verb, Verb",Perder
perderán,"perderán: will lose, they will lose (Perder, future, 3rd person plural)",176,,"Verb, Verb",Perder
perderás,"perderás: will , you will lose (Perder, future, 2nd person)",176,,"Verb, Verb",Perder
perderé,"perderé: will lose, I will lose (Perder, future, 1st person)",176,,"Verb, Verb",Perder
perderemos,"perderemos: will lose, we will lose (Perder, future, 1st person plural)",176,,"Verb, Verb",Perder
perderse,"perderse: any use of perder with a reflexive pronoun, changing the meaning to to get lost)",176,,"Other structure, Pronominal structure",
perdí,"perdí: lost, I lost (Perder, preterite, 1st person)",176,,"Verb, Verb",Perder
perdido,perdido: lost (Perder participle),176,,"Verb, Verb",Perder
perdiendo,perdiendo: losing (Perder gerund),176,,"Verb, Verb",Perder
perdieron,"perdieron: lost, they lost (Perder, preterite, 3rd person plural)",176,,"Verb, Verb",Perder
perdimos,"perdimos: lost, we lost (Perder, preterite, 1st person plural)",176,,"Verb, Verb",Perder
perdió,"perdió: lost, he/she/it lost (Perder, preterite, 3rd person)",176,,"Verb, Verb",Perder
perdiste,"perdiste: lost, you lost (Perder, preterite, 2nd person)",176,,"Verb, Verb",Perder
pierda,"pierda: lose, I lose (Perder, subjunctive, 1st person)",176,,"Verb, Verb",Perder
pierda,"pierda: lose, he/she/it lose (Perder, subjunctive, 3rd person)",176,,"Verb, Verb",Perder
pierda,pierda: lose (Perder formal imperative),176,,"Verb, Verb",Perder
